idx,N,iters,cost_min_sum,num_routes,len_routes,objective,v_speeds,elapsed_s
23,160,22000,179.896848,41,6;5;6;3;5;5;4;6;4;3;4;4;5;3;4;5;5;5;3;5;3;3;3;3;4;3;6;4;5;4;3;3;3;3;3;4;3;3;2;3;2,time,0.25;0.2;0.166667;0.142857;0.125,4192.516802
24,160,22000,204.467656,39,6;3;6;5;6;5;4;4;3;7;4;3;4;4;4;3;8;4;5;6;6;3;4;3;4;4;4;4;3;3;6;2;2;3;4;3;3;3;2,time,0.25;0.2;0.166667;0.142857;0.125,4268.129628
25,160,22000,223.059090,40,6;5;3;3;4;3;7;4;5;7;3;4;3;4;4;4;5;3;4;3;3;3;3;3;5;3;5;3;3;5;3;4;3;5;7;4;3;3;4;4,time,0.25;0.2;0.166667;0.142857;0.125,4211.751260
26,160,22000,155.132040,37,4;3;4;6;4;5;5;6;4;7;5;4;4;7;4;5;3;6;4;3;6;3;5;3;3;3;4;5;6;3;5;4;3;4;3;4;3,time,0.25;0.2;0.166667;0.142857;0.125,4304.804756
27,160,22000,216.387354,39,5;3;5;5;3;6;3;4;5;5;5;4;5;4;3;3;5;3;5;5;4;4;6;4;5;3;4;4;4;4;3;3;3;5;3;3;4;6;2,time,0.25;0.2;0.166667;0.142857;0.125,4286.487813
28,160,22000,241.912591,41,8;5;5;5;5;5;3;4;4;4;3;3;3;5;3;4;3;5;3;8;3;4;3;4;4;3;4;3;3;4;4;4;5;4;5;3;2;3;3;3;1,time,0.25;0.2;0.166667;0.142857;0.125,4211.444240
29,160,22000,218.324280,44,4;4;3;5;4;3;5;3;3;4;5;4;3;4;4;3;6;4;3;3;5;3;3;3;4;4;4;6;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;2,time,0.25;0.2;0.166667;0.142857;0.125,4277.923714
30,160,22000,223.284534,40,6;5;5;5;4;5;5;3;4;4;5;3;4;4;3;4;5;3;3;5;6;4;3;4;3;3;4;4;3;3;4;6;4;3;3;4;3;5;3;3,time,0.25;0.2;0.166667;0.142857;0.125,4258.150467
31,160,22000,240.957865,42,4;5;5;3;5;5;4;4;3;4;3;4;3;3;5;4;4;6;3;4;5;6;3;3;4;4;4;3;4;3;4;3;3;4;5;4;3;3;4;3;2;2,time,0.25;0.2;0.166667;0.142857;0.125,4283.009257
32,160,22000,223.483501,40,4;5;4;5;4;3;5;5;3;4;3;4;4;7;4;4;4;5;4;3;6;3;6;4;5;4;4;3;3;5;4;4;4;3;3;3;4;3;2;3,time,0.25;0.2;0.166667;0.142857;0.125,4281.817916
33,160,22000,246.078692,41,6;4;5;3;5;7;3;4;4;4;3;4;4;3;4;4;3;6;4;4;3;4;4;4;4;6;4;4;4;4;7;3;3;4;3;3;3;2;2;3;2,time,0.25;0.2;0.166667;0.142857;0.125,4201.357856
34,160,22000,209.861575,41,4;5;3;4;4;4;3;4;5;3;4;5;5;4;5;4;6;6;4;4;4;3;3;4;3;3;4;3;4;4;4;3;3;4;3;4;3;4;4;4;3,time,0.25;0.2;0.166667;0.142857;0.125,4270.635826
35,160,22000,213.924353,40,3;8;5;4;4;4;7;6;4;5;4;4;4;3;5;4;3;4;4;3;5;7;3;4;3;4;4;3;4;4;4;2;3;3;3;4;3;3;3;3,time,0.25;0.2;0.166667;0.142857;0.125,4245.407303
36,160,22000,228.817717,41,4;5;4;4;5;6;6;3;5;5;5;3;4;3;3;5;4;5;3;4;5;5;4;3;4;5;3;3;3;3;3;3;3;4;4;3;3;3;5;4;1,time,0.25;0.2;0.166667;0.142857;0.125,4268.219432
37,160,22000,189.512381,41,5;4;5;4;4;4;5;5;4;3;4;3;3;4;6;4;3;3;3;3;3;5;4;3;3;4;4;6;6;6;4;5;3;4;4;3;5;2;2;3;2,time,0.25;0.2;0.166667;0.142857;0.125,4240.278500
38,160,22000,226.333082,41,6;4;4;4;5;5;4;5;4;3;7;3;4;9;3;4;4;3;3;3;3;3;3;3;3;6;3;3;3;6;3;5;3;3;4;3;4;3;3;4;2,time,0.25;0.2;0.166667;0.142857;0.125,4218.837971
39,160,22000,220.089142,38,4;4;3;3;3;4;4;5;5;4;5;3;4;8;3;4;6;5;3;3;5;3;5;6;3;4;5;5;5;4;3;4;3;5;5;4;4;4,time,0.25;0.2;0.166667;0.142857;0.125,4305.247890
40,160,22000,200.216035,41,3;5;5;3;4;4;5;3;4;5;4;5;4;4;5;3;4;4;5;7;4;4;3;4;4;5;4;3;4;4;4;3;2;4;3;3;3;3;3;3;4,time,0.25;0.2;0.166667;0.142857;0.125,4233.991803
41,160,22000,218.761586,41,5;3;6;4;5;4;6;5;5;4;4;4;3;3;5;4;4;3;3;4;4;6;3;3;4;3;3;4;4;4;5;3;3;3;4;4;3;3;4;4;2,time,0.25;0.2;0.166667;0.142857;0.125,4230.171768
42,160,22000,226.237065,39,4;4;4;4;4;3;5;3;4;4;3;6;3;6;3;4;5;5;4;5;3;4;3;4;3;5;6;4;3;5;3;4;5;4;4;4;4;5;4,time,0.25;0.2;0.166667;0.142857;0.125,4270.037728
43,160,22000,206.216888,42,6;3;4;5;5;3;3;4;5;6;5;4;5;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;4;7;3;4;4;3;5;3;4;3;4;3;4,time,0.25;0.2;0.166667;0.142857;0.125,4274.071629
44,160,22000,286.600215,42,7;4;4;3;5;4;3;6;4;3;6;4;4;3;4;3;4;3;5;3;4;3;4;4;4;6;4;4;3;4;3;3;4;3;4;2;4;3;3;2;4;3,time,0.25;0.2;0.166667;0.142857;0.125,4306.835563
45,160,22000,210.494030,42,6;6;4;4;5;3;4;6;3;4;5;4;4;4;5;3;4;4;4;5;3;5;3;3;5;3;3;3;3;6;4;5;3;4;3;3;3;3;2;3;2;1,time,0.25;0.2;0.166667;0.142857;0.125,4296.537279
46,160,22000,191.001133,42,5;4;6;3;4;4;3;4;4;5;3;4;3;5;4;3;3;4;4;3;4;3;5;3;6;3;4;6;3;5;5;3;6;4;4;3;3;2;3;2;3;2,time,0.25;0.2;0.166667;0.142857;0.125,4257.080114
47,160,22000,165.104074,38,6;5;3;5;5;4;5;6;5;7;7;5;5;3;6;3;4;5;6;5;5;4;4;3;3;3;5;4;5;3;3;3;3;3;3;2;2;2,time,0.25;0.2;0.166667;0.142857;0.125,4294.423934
48,160,22000,190.500971,39,5;8;4;5;5;4;6;4;5;4;5;4;4;6;5;4;3;6;3;4;4;5;4;3;5;4;4;4;4;4;4;2;3;3;3;4;2;2;2,time,0.25;0.2;0.166667;0.142857;0.125,4264.109249
49,160,22000,247.748020,44,4;5;4;5;4;4;4;4;3;3;3;3;3;6;6;5;5;5;4;3;4;4;4;3;5;4;4;4;3;4;4;3;3;3;3;3;3;2;3;2;3;2;2;2,time,0.25;0.2;0.166667;0.142857;0.125,4225.380222
50,160,22000,185.524871,39,4;4;7;4;6;4;4;5;4;4;4;3;3;6;5;6;5;3;5;5;4;4;3;4;3;3;3;4;3;3;3;6;3;4;7;3;3;3;3,time,0.25;0.2;0.166667;0.142857;0.125,4279.527518
51,160,22000,235.519103,43,4;4;4;3;5;3;3;3;4;4;3;5;6;3;4;3;4;4;5;4;5;4;4;3;4;4;4;3;4;4;4;3;4;3;3;3;3;4;3;3;4;3;3,time,0.25;0.2;0.166667;0.142857;0.125,4289.970121
