idx,N,iters,cost_min_sum,num_routes,len_routes,objective,v_speeds,elapsed_s
75,40,10000,58.308716,10,5;4;3;6;5;3;3;4;3;4,time,0.25;0.2;0.166667,139.151428
76,40,10000,47.612403,10,4;4;6;3;4;6;5;3;3;2,time,0.25;0.2;0.166667,144.132095
77,40,10000,51.417277,12,3;3;4;3;5;4;4;3;3;3;3;2,time,0.25;0.2;0.166667,134.526484
78,40,10000,75.451263,11,3;4;5;3;3;4;3;4;6;3;2,time,0.25;0.2;0.166667,139.524964
79,40,10000,73.732013,11,4;4;5;7;4;4;2;2;3;3;2,time,0.25;0.2;0.166667,140.744456
80,40,10000,61.365761,11,5;5;4;3;3;4;3;3;4;3;3,time,0.25;0.2;0.166667,140.091413
81,40,10000,67.092037,12,4;3;3;3;3;5;5;4;3;2;4;1,time,0.25;0.2;0.166667,138.694832
82,40,10000,73.587783,12,5;4;3;4;3;3;4;3;3;3;4;1,time,0.25;0.2;0.166667,142.128429
83,40,10000,56.728838,10,5;5;4;5;5;4;5;3;3;1,time,0.25;0.2;0.166667,141.885444
84,40,10000,63.007418,12,3;3;4;4;4;4;4;5;2;3;2;2,time,0.25;0.2;0.166667,140.889692
85,40,10000,70.845283,11,5;4;4;3;3;3;5;4;4;3;2,time,0.25;0.2;0.166667,136.699134
86,40,10000,71.812128,11,8;3;3;4;3;3;3;3;2;3;5,time,0.25;0.2;0.166667,143.897255
87,40,10000,64.718797,10,4;4;4;4;4;5;4;5;3;3,time,0.25;0.2;0.166667,138.203237
88,40,10000,75.047640,10,4;4;7;4;4;7;3;3;2;2,time,0.25;0.2;0.166667,142.194540
89,40,10000,55.893086,11,6;3;4;3;3;3;5;3;5;3;2,time,0.25;0.2;0.166667,136.875665
90,40,10000,70.303955,12,4;3;4;4;3;4;3;3;3;3;4;2,time,0.25;0.2;0.166667,140.990232
91,40,10000,54.386664,13,5;5;3;4;3;3;4;2;3;2;2;3;1,time,0.25;0.2;0.166667,134.940539
92,40,10000,53.986005,9,5;8;4;3;4;4;4;5;3,time,0.25;0.2;0.166667,145.415466
93,40,10000,66.785597,9,5;4;4;4;5;6;5;3;4,time,0.25;0.2;0.166667,144.683514
94,40,10000,66.366080,11,5;4;5;5;4;4;3;4;2;2;2,time,0.25;0.2;0.166667,137.824106
95,40,10000,87.975412,11,4;3;6;5;4;3;3;3;3;3;3,time,0.25;0.2;0.166667,137.687911
96,40,10000,58.292086,11,4;4;4;4;4;4;3;3;3;3;4,time,0.25;0.2;0.166667,138.753134
97,40,10000,65.314201,11,6;3;4;6;4;3;3;4;2;2;3,time,0.25;0.2;0.166667,137.679314
98,40,10000,72.588179,11,4;7;3;3;4;3;3;4;3;3;3,time,0.25;0.2;0.166667,137.290765
99,40,10000,58.016659,10,6;4;4;3;5;4;3;3;4;4,time,0.25;0.2;0.166667,138.651965
100,40,10000,54.628299,10,5;3;3;4;5;4;5;4;3;4,time,0.25;0.2;0.166667,140.841971
101,40,10000,65.061263,11,5;3;4;3;3;3;4;4;3;5;3,time,0.25;0.2;0.166667,137.509846
102,40,10000,80.328391,10,3;5;5;4;4;5;4;4;3;3,time,0.25;0.2;0.166667,142.191913
103,40,10000,54.328782,10,5;4;3;4;6;4;4;4;3;3,time,0.25;0.2;0.166667,142.193780
104,40,10000,62.772050,11,7;3;4;5;3;3;3;5;3;2;2,time,0.25;0.2;0.166667,144.252282
105,40,10000,51.005493,11,5;3;3;4;6;4;3;5;3;2;2,time,0.25;0.2;0.166667,139.464649
106,40,10000,53.894676,10,6;6;3;3;5;4;3;4;3;3,time,0.25;0.2;0.166667,139.383805
107,40,10000,57.959008,10,4;5;5;7;3;3;3;4;4;2,time,0.25;0.2;0.166667,139.246369
108,40,10000,59.033045,11,4;3;4;3;4;3;3;4;4;5;3,time,0.25;0.2;0.166667,137.631286
109,40,10000,56.907794,10,5;6;5;3;6;3;3;3;3;3,time,0.25;0.2;0.166667,141.021554
110,40,10000,59.072171,11,5;3;3;4;3;5;4;4;4;3;2,time,0.25;0.2;0.166667,136.175864
111,40,10000,56.335375,10,6;5;4;5;4;3;4;5;2;2,time,0.25;0.2;0.166667,144.392546
112,40,10000,56.258521,11,3;6;5;6;3;3;3;3;3;3;2,time,0.25;0.2;0.166667,141.156456
113,40,10000,66.124914,12,4;5;3;3;5;3;4;3;4;2;2;2,time,0.25;0.2;0.166667,136.482183
114,40,10000,62.594326,11,5;5;6;3;5;4;3;3;2;3;1,time,0.25;0.2;0.166667,141.973125
115,40,10000,56.564142,9,8;5;4;3;5;5;4;4;2,time,0.25;0.2;0.166667,150.816320
116,40,10000,57.997367,10,7;5;4;3;3;4;6;5;2;1,time,0.25;0.2;0.166667,138.510794
117,40,10000,65.548033,10,4;6;3;6;3;4;3;4;3;4,time,0.25;0.2;0.166667,140.333597
118,40,10000,48.512636,10,4;5;3;4;5;5;5;3;3;3,time,0.25;0.2;0.166667,139.084395
119,40,10000,67.169447,10,4;3;8;5;3;6;3;3;3;2,time,0.25;0.2;0.166667,142.981234
120,40,10000,52.670290,10,5;3;5;4;4;8;3;3;4;1,time,0.25;0.2;0.166667,141.219677
121,40,10000,72.742036,11,3;4;3;4;3;6;5;4;2;2;4,time,0.25;0.2;0.166667,137.817980
122,40,10000,72.512287,10,4;3;4;8;3;3;4;4;4;3,time,0.25;0.2;0.166667,136.885835
123,40,10000,76.138776,11,4;5;3;3;5;5;5;2;3;2;3,time,0.25;0.2;0.166667,140.031879
124,40,10000,59.697363,11,4;3;6;4;3;5;3;5;3;3;1,time,0.25;0.2;0.166667,140.793138
125,40,10000,67.629300,10,7;3;5;3;4;4;3;3;4;4,time,0.25;0.2;0.166667,141.627213
126,40,10000,63.931373,11,5;5;4;6;2;3;3;3;3;3;3,time,0.25;0.2;0.166667,137.089989
127,40,10000,78.297453,13,3;3;4;3;5;4;3;3;3;2;3;2;2,time,0.25;0.2;0.166667,138.914268
128,40,10000,51.382029,10,5;4;5;6;5;4;3;3;3;2,time,0.25;0.2;0.166667,145.834344
129,40,10000,45.313776,9,4;6;3;3;9;4;4;5;2,time,0.25;0.2;0.166667,147.567733
130,40,10000,66.987326,10,6;4;5;3;6;6;2;4;2;2,time,0.25;0.2;0.166667,139.200612
131,40,10000,64.741740,10,5;6;4;5;5;5;3;3;3;1,time,0.25;0.2;0.166667,142.857141
132,40,10000,64.726143,10,5;3;3;5;8;3;4;3;3;3,time,0.25;0.2;0.166667,144.342227
133,40,10000,53.717643,10,4;8;5;4;4;4;3;2;3;3,time,0.25;0.2;0.166667,140.958792
134,40,10000,56.690316,9,7;8;3;5;3;4;3;3;4,time,0.25;0.2;0.166667,147.218123
135,40,10000,67.606987,10,8;3;6;4;4;3;3;3;3;3,time,0.25;0.2;0.166667,140.428987
136,40,10000,63.274943,10,5;4;4;4;5;4;3;4;4;3,time,0.25;0.2;0.166667,141.485361
137,40,10000,53.883316,12,3;4;4;3;3;4;3;5;4;3;3;1,time,0.25;0.2;0.166667,142.196188
138,40,10000,62.539858,10,4;6;7;4;4;3;3;3;3;3,time,0.25;0.2;0.166667,140.369214
139,40,10000,57.648178,12,5;3;4;4;3;3;4;4;3;3;3;1,time,0.25;0.2;0.166667,138.371540
140,40,10000,46.063320,11,5;7;5;3;5;3;5;2;2;2;1,time,0.25;0.2;0.166667,140.502731
141,40,10000,69.369895,11,3;5;4;7;3;4;4;3;3;2;2,time,0.25;0.2;0.166667,138.194951
142,40,10000,82.635567,12,4;5;4;3;3;3;3;3;4;3;3;2,time,0.25;0.2;0.166667,139.135394
143,40,10000,74.383345,13,7;3;3;3;3;3;3;3;2;3;3;3;1,time,0.25;0.2;0.166667,136.939417
144,40,10000,44.539371,10,4;4;4;3;6;6;3;3;3;4,time,0.25;0.2;0.166667,139.447296
145,40,10000,63.536782,10,4;5;5;5;3;3;4;4;4;3,time,0.25;0.2;0.166667,139.394631
146,40,10000,67.259080,11,4;7;4;3;3;3;3;3;3;4;3,time,0.25;0.2;0.166667,143.125771
147,40,10000,51.580272,11,4;4;3;4;4;4;5;4;3;3;2,time,0.25;0.2;0.166667,137.406786
148,40,10000,57.621133,10,5;6;5;4;4;6;3;4;2;1,time,0.25;0.2;0.166667,142.887649
149,40,10000,63.705157,10,4;3;6;6;3;4;5;4;2;3,time,0.25;0.2;0.166667,138.150679
150,40,10000,67.366298,11,4;4;6;4;4;3;4;6;2;2;1,time,0.25;0.2;0.166667,141.668149
151,40,10000,60.339163,11,3;5;6;4;3;4;3;3;3;3;3,time,0.25;0.2;0.166667,139.507311
152,40,10000,67.323754,12,3;3;7;4;4;4;3;3;2;3;3;1,time,0.25;0.2;0.166667,143.388439
153,40,10000,52.668731,10,5;4;4;4;4;4;4;5;4;2,time,0.25;0.2;0.166667,140.502440
154,40,10000,63.451030,10,8;3;4;4;3;4;4;5;3;2,time,0.25;0.2;0.166667,143.790255
155,40,10000,55.174195,10,5;6;6;4;2;3;3;3;4;4,time,0.25;0.2;0.166667,142.926028
156,40,10000,55.673107,12,6;4;3;3;5;4;2;3;2;2;3;3,time,0.25;0.2;0.166667,138.941385
157,40,10000,63.362387,10,7;5;4;4;4;5;4;2;2;3,time,0.25;0.2;0.166667,141.981050
158,40,10000,70.438535,11,4;4;4;6;3;3;3;3;4;5;1,time,0.25;0.2;0.166667,136.730633
159,40,10000,55.020010,11,5;6;4;3;3;4;3;3;4;4;1,time,0.25;0.2;0.166667,138.727483
160,40,10000,76.755226,11,5;3;3;3;4;5;3;3;3;4;4,time,0.25;0.2;0.166667,140.526959
161,40,10000,61.274865,11,3;8;4;4;4;3;3;3;2;3;3,time,0.25;0.2;0.166667,142.702607
162,40,10000,56.131736,11,6;6;2;4;3;3;3;3;4;3;3,time,0.25;0.2;0.166667,142.918345
163,40,10000,53.630919,10,4;4;5;6;5;3;5;3;4;1,time,0.25;0.2;0.166667,143.013539
164,40,10000,65.356342,12,4;3;4;3;3;3;4;3;3;3;5;2,time,0.25;0.2;0.166667,135.839375
165,40,10000,74.149471,11,3;6;5;5;3;4;3;4;3;3;1,time,0.25;0.2;0.166667,142.810847
166,40,10000,52.267705,9,7;5;4;4;4;4;5;4;3,time,0.25;0.2;0.166667,148.928202
167,40,10000,74.345653,11,3;5;5;5;4;3;3;3;5;2;2,time,0.25;0.2;0.166667,139.813862
168,40,10000,56.263126,9,6;3;4;4;4;6;4;8;1,time,0.25;0.2;0.166667,144.262574
169,40,10000,54.325823,10,4;5;7;6;4;3;5;3;2;1,time,0.25;0.2;0.166667,141.600096
170,40,10000,72.653259,11,5;3;6;3;3;6;2;3;3;4;2,time,0.25;0.2;0.166667,138.469251
171,40,10000,45.323506,9,4;5;3;3;5;8;3;5;4,time,0.25;0.2;0.166667,145.575585
172,40,10000,51.231688,11,6;3;4;3;3;4;4;3;6;3;1,time,0.25;0.2;0.166667,137.783901
173,40,10000,54.693249,11,4;8;5;4;2;3;4;3;3;3;1,time,0.25;0.2;0.166667,137.694299
174,40,10000,52.901044,10,6;6;5;3;3;4;4;3;3;3,time,0.25;0.2;0.166667,141.596508
175,40,10000,54.854431,11,5;3;3;5;4;4;3;3;4;3;3,time,0.25;0.2;0.166667,136.593301
176,40,10000,50.679736,10,4;5;3;3;3;8;4;3;3;4,time,0.25;0.2;0.166667,138.939685
177,40,10000,64.417347,10,4;3;3;5;6;6;4;4;2;3,time,0.25;0.2;0.166667,142.717501
178,40,10000,52.143150,10,5;4;5;6;4;4;3;3;3;3,time,0.25;0.2;0.166667,138.254188
179,40,10000,53.033208,10,3;6;4;5;5;6;3;2;4;2,time,0.25;0.2;0.166667,143.834877
180,40,10000,60.164466,10,3;4;5;4;3;4;5;6;3;3,time,0.25;0.2;0.166667,139.853502
181,40,10000,81.951966,12,3;4;5;3;3;4;4;3;3;4;3;1,time,0.25;0.2;0.166667,135.137693
182,40,10000,67.132250,11,4;3;3;5;5;5;5;3;3;2;2,time,0.25;0.2;0.166667,138.384671
183,40,10000,65.654572,11,5;4;3;4;5;4;6;3;3;2;1,time,0.25;0.2;0.166667,140.219907
184,40,10000,56.274570,11,5;4;5;3;3;3;3;4;4;3;3,time,0.25;0.2;0.166667,137.788628
185,40,10000,52.063338,10,5;5;4;3;4;3;5;4;4;3,time,0.25;0.2;0.166667,139.434646
186,40,10000,60.814159,10,3;5;3;3;4;7;5;4;3;3,time,0.25;0.2;0.166667,142.131814
187,40,10000,78.694627,12,6;3;3;6;4;3;3;3;3;2;2;2,time,0.25;0.2;0.166667,141.370215
188,40,10000,76.229830,11,4;4;4;4;4;3;5;3;4;3;2,time,0.25;0.2;0.166667,138.282551
189,40,10000,77.956889,10,6;6;4;3;3;6;4;3;2;3,time,0.25;0.2;0.166667,142.509912
190,40,10000,69.611902,13,4;4;4;4;4;3;2;4;2;3;2;2;2,time,0.25;0.2;0.166667,137.085491
191,40,10000,78.819906,11,4;5;4;3;3;3;4;4;4;5;1,time,0.25;0.2;0.166667,142.042498
192,40,10000,55.497527,10,5;4;5;6;5;5;4;2;3;1,time,0.25;0.2;0.166667,142.468760
193,40,10000,76.445795,12,4;4;6;3;3;5;3;3;2;3;2;2,time,0.25;0.2;0.166667,137.413743
194,40,10000,54.081780,10,6;5;4;3;3;4;5;3;4;3,time,0.25;0.2;0.166667,139.160332
195,40,10000,47.963984,9,3;6;3;5;5;6;4;5;3,time,0.25;0.2;0.166667,139.529771
196,40,10000,64.181143,10,4;4;3;4;6;3;4;5;3;4,time,0.25;0.2;0.166667,140.244504
197,40,10000,60.486539,11,6;4;5;3;4;4;4;3;4;2;1,time,0.25;0.2;0.166667,140.220202
198,40,10000,51.906282,10,5;5;5;6;3;3;3;4;2;4,time,0.25;0.2;0.166667,142.297213
199,40,10000,69.811401,11,5;4;4;4;4;5;4;3;3;3;1,time,0.25;0.2;0.166667,140.692881
200,40,10000,56.023032,10,5;4;5;3;3;4;6;4;4;2,time,0.25;0.2;0.166667,140.230887
201,40,10000,59.124520,10,5;4;3;4;6;4;4;3;3;4,time,0.25;0.2;0.166667,141.730461
202,40,10000,57.338674,11,7;3;3;8;3;4;3;3;3;2;1,time,0.25;0.2;0.166667,139.202227
203,40,10000,83.992116,11,5;3;3;4;3;3;5;4;3;3;4,time,0.25;0.2;0.166667,139.280348
204,40,10000,63.379914,11,3;5;5;4;3;4;3;4;3;3;3,time,0.25;0.2;0.166667,142.346406
205,40,10000,50.525088,11,4;3;5;4;4;3;5;4;3;2;3,time,0.25;0.2;0.166667,139.354538
206,40,10000,48.157221,11,5;6;3;4;4;4;3;3;3;3;2,time,0.25;0.2;0.166667,139.523458
207,40,10000,58.877378,11,5;4;5;3;3;4;3;6;2;4;1,time,0.25;0.2;0.166667,141.475696
208,40,10000,59.528159,10,3;6;4;6;5;4;3;4;3;2,time,0.25;0.2;0.166667,141.482769
209,40,10000,68.414199,11,4;3;6;5;5;2;3;3;3;3;3,time,0.25;0.2;0.166667,137.245390
210,40,10000,61.852629,11,5;5;3;4;4;3;4;3;3;5;1,time,0.25;0.2;0.166667,137.100168
211,40,10000,70.077992,10,4;5;4;3;6;5;3;3;3;4,time,0.25;0.2;0.166667,141.482111
212,40,10000,70.207402,11,4;4;5;4;4;3;3;3;4;4;2,time,0.25;0.2;0.166667,137.658772
213,40,10000,56.667454,11,3;4;8;3;5;3;3;3;3;2;3,time,0.25;0.2;0.166667,141.794367
214,40,10000,60.031906,11,4;3;4;3;3;4;3;4;3;6;3,time,0.25;0.2;0.166667,139.299831
215,40,10000,58.573770,10,4;3;5;4;3;6;5;3;3;4,time,0.25;0.2;0.166667,138.662779
216,40,10000,57.542436,11,3;6;3;4;4;3;3;4;3;4;3,time,0.25;0.2;0.166667,139.607014
217,40,10000,79.380783,11,7;5;3;4;3;5;3;3;3;2;2,time,0.25;0.2;0.166667,140.551025
218,40,10000,62.287660,10,5;4;4;4;5;3;4;3;4;4,time,0.25;0.2;0.166667,145.211869
219,40,10000,62.689324,10,5;6;3;4;3;3;5;5;3;3,time,0.25;0.2;0.166667,140.759163
220,40,10000,62.509745,11,6;4;6;3;3;4;3;3;3;3;2,time,0.25;0.2;0.166667,143.345587
221,40,10000,63.940472,11,6;5;4;3;5;3;3;3;3;2;3,time,0.25;0.2;0.166667,141.049722
222,40,10000,49.092258,10,4;5;5;4;4;3;4;3;3;5,time,0.25;0.2;0.166667,139.190809
223,40,10000,62.247016,10,8;3;5;3;4;4;4;4;3;2,time,0.25;0.2;0.166667,140.394511
224,40,10000,57.803844,10,4;4;3;3;3;4;4;6;5;4,time,0.25;0.2;0.166667,139.560503
225,40,10000,67.212655,11,3;6;6;4;3;4;5;3;3;2;1,time,0.25;0.2;0.166667,143.805078
226,40,10000,55.486544,10,4;3;4;5;4;7;5;3;4;1,time,0.25;0.2;0.166667,138.773280
227,40,10000,70.398217,11,5;5;4;4;3;5;3;3;3;3;2,time,0.25;0.2;0.166667,143.439044
228,40,10000,53.641729,9,4;4;8;3;4;5;3;6;3,time,0.25;0.2;0.166667,144.416574
229,40,10000,53.410621,9,3;5;5;5;5;6;6;3;2,time,0.25;0.2;0.166667,142.563348
230,40,10000,70.431442,10,5;5;4;6;3;4;4;3;4;2,time,0.25;0.2;0.166667,145.951796
231,40,10000,64.132231,11,5;3;4;4;5;3;5;4;3;2;2,time,0.25;0.2;0.166667,138.797172
232,40,10000,43.486855,9,4;5;4;5;4;5;5;4;4,time,0.25;0.2;0.166667,139.655316
233,40,10000,62.123606,11,4;3;4;3;6;4;4;3;3;3;3,time,0.25;0.2;0.166667,139.812896
234,40,10000,58.927481,11,3;7;4;3;4;3;4;3;3;4;2,time,0.25;0.2;0.166667,139.286912
235,40,10000,64.373465,10,7;4;3;4;3;3;4;3;5;4,time,0.25;0.2;0.166667,140.187078
236,40,10000,61.673577,11,5;6;4;3;4;5;3;3;2;3;2,time,0.25;0.2;0.166667,141.637708
237,40,10000,59.692222,11,4;5;8;6;3;2;3;2;2;3;2,time,0.25;0.2;0.166667,139.139087
238,40,10000,62.471211,11,5;5;3;3;3;4;5;4;3;4;1,time,0.25;0.2;0.166667,138.997715
239,40,10000,56.869205,10,5;5;4;5;3;6;3;4;2;3,time,0.25;0.2;0.166667,139.352526
240,40,10000,63.549882,11,6;4;5;5;5;2;3;3;2;3;2,time,0.25;0.2;0.166667,140.634442
241,40,10000,67.528833,11,3;4;5;5;5;4;4;4;2;3;1,time,0.25;0.2;0.166667,139.190962
242,40,10000,58.526265,10,4;4;8;4;3;3;5;3;3;3,time,0.25;0.2;0.166667,150.057435
243,40,10000,59.575760,11,4;4;4;6;4;3;4;3;3;4;1,time,0.25;0.2;0.166667,141.298245
244,40,10000,62.224445,12,3;4;4;4;4;3;4;4;3;3;3;1,time,0.25;0.2;0.166667,138.434247
245,40,10000,66.684832,11,5;3;4;7;3;3;4;4;3;2;2,time,0.25;0.2;0.166667,137.288776
246,40,10000,52.427993,10,4;5;4;3;4;5;3;4;6;2,time,0.25;0.2;0.166667,139.072274
247,40,10000,59.289200,10,6;4;4;3;5;5;5;4;3;1,time,0.25;0.2;0.166667,140.006234
248,40,10000,48.404827,11,5;5;5;5;3;3;4;3;3;2;2,time,0.25;0.2;0.166667,139.923058
249,40,10000,57.424813,9,4;4;5;5;5;4;5;5;3,time,0.25;0.2;0.166667,142.279868
250,40,10000,54.205717,10,6;3;5;3;5;5;5;3;3;2,time,0.25;0.2;0.166667,143.839192
