idx,N,iters,cost_min_sum,num_routes,len_routes,objective,v_speeds,elapsed_s
19,100,16000,141.442978,27,7;3;4;4;5;5;4;4;4;3;5;4;4;3;3;3;3;4;3;3;4;3;3;3;3;3;3,time,0.25;0.2;0.166667,1151.045050
20,100,16000,128.591689,25,3;4;5;3;4;7;3;3;5;3;4;5;5;7;5;3;3;6;3;3;4;3;4;4;1,time,0.25;0.2;0.166667,1141.315084
21,100,16000,206.920071,30,4;3;3;5;3;3;3;3;4;4;5;4;5;3;3;3;3;4;3;5;3;4;3;3;3;3;3;2;2;1,time,0.25;0.2;0.166667,1142.798157
22,100,16000,130.709606,25,5;6;5;4;4;5;4;4;3;3;5;4;4;5;3;4;3;3;4;4;4;4;4;4;2,time,0.25;0.2;0.166667,1144.342225
23,100,16000,150.370293,27,5;6;6;3;4;6;5;3;5;4;4;4;3;4;3;6;3;2;2;3;3;3;3;3;3;2;2,time,0.25;0.2;0.166667,1135.042209
24,100,16000,135.181888,25,5;4;5;4;3;5;4;4;5;5;6;4;4;4;6;5;4;4;3;4;3;3;3;2;1,time,0.25;0.2;0.166667,1125.391011
25,100,16000,146.778657,25,6;6;3;4;6;4;5;3;5;4;3;7;4;4;3;3;3;3;5;4;3;3;4;2;3,time,0.25;0.2;0.166667,1139.253801
26,100,16000,139.449214,25,3;4;4;3;5;5;3;5;4;4;5;5;4;7;5;3;4;3;3;5;4;3;3;3;3,time,0.25;0.2;0.166667,1144.291438
27,100,16000,151.179880,26,4;6;4;5;3;5;4;4;3;3;3;4;5;5;3;5;3;4;4;4;4;3;3;3;3;3,time,0.25;0.2;0.166667,1127.461062
28,100,16000,161.050069,24,5;4;4;3;4;4;3;4;4;5;5;7;7;4;3;7;4;4;4;3;3;4;3;2,time,0.25;0.2;0.166667,1149.618839
29,100,16000,178.540642,26,5;3;5;4;4;3;5;5;3;4;5;3;5;4;3;3;3;5;3;5;3;3;3;3;5;3,time,0.25;0.2;0.166667,1153.970359
30,100,16000,154.063901,24,6;7;4;3;4;6;4;4;3;4;4;4;4;5;3;4;4;3;3;5;4;4;3;5,time,0.25;0.2;0.166667,1146.821524
31,100,16000,139.514057,24,5;4;5;4;4;5;6;5;5;4;3;4;3;3;5;3;4;7;3;3;4;4;3;4,time,0.25;0.2;0.166667,1156.625136
32,100,16000,128.242772,24,5;4;5;5;5;5;5;3;6;4;3;5;6;7;5;4;5;2;3;3;3;3;2;2,time,0.25;0.2;0.166667,1135.480389
33,100,16000,139.891783,28,5;4;4;3;5;3;3;4;3;6;3;3;3;4;4;3;3;4;3;4;3;4;3;5;4;4;2;1,time,0.25;0.2;0.166667,1148.060169
34,100,16000,123.034387,25,3;4;3;5;5;4;4;3;5;3;3;6;5;3;4;4;4;4;4;6;6;2;4;3;3,time,0.25;0.2;0.166667,1163.561139
35,100,16000,126.446305,25,6;3;6;7;3;4;3;5;4;4;4;4;4;3;6;4;4;3;3;6;3;3;3;3;2,time,0.25;0.2;0.166667,1156.469423
36,100,16000,163.955094,28,3;4;4;5;6;4;3;3;4;3;4;3;4;7;3;4;3;3;5;3;3;4;4;2;3;2;2;2,time,0.25;0.2;0.166667,1128.067385
37,100,16000,142.655808,24,5;5;3;4;7;5;3;3;5;6;3;3;6;4;6;4;4;3;3;3;3;4;3;5,time,0.25;0.2;0.166667,1141.371972
38,100,16000,134.669140,23,7;6;5;4;4;4;3;3;8;3;4;3;4;6;3;5;8;5;4;2;3;3;3,time,0.25;0.2;0.166667,1136.293298
39,100,16000,140.400755,29,5;7;3;5;4;5;4;4;4;4;3;7;2;3;3;3;3;3;2;3;3;3;2;3;3;3;2;2;2,time,0.25;0.2;0.166667,1122.801856
40,100,16000,149.945070,27,4;5;4;4;3;4;5;3;3;4;4;4;3;4;3;4;3;3;5;3;3;3;6;5;4;3;1,time,0.25;0.2;0.166667,1116.750875
41,100,16000,128.974117,25,5;5;4;5;4;4;4;3;3;3;3;5;3;5;4;4;6;4;4;3;3;5;3;4;4,time,0.25;0.2;0.166667,1134.158776
42,100,16000,147.942495,27,4;3;3;5;3;4;3;4;3;4;4;5;5;3;5;7;3;4;3;3;4;3;3;2;3;3;4,time,0.25;0.2;0.166667,1126.731734
43,100,16000,146.216976,26,3;4;4;4;4;3;3;4;6;4;5;3;5;3;5;5;6;5;4;3;3;3;3;3;3;2,time,0.25;0.2;0.166667,1142.797039
44,100,16000,139.854229,26,4;4;4;4;4;4;4;3;5;3;3;4;6;5;5;3;4;4;4;3;4;4;3;3;4;2,time,0.25;0.2;0.166667,1148.195096
45,100,16000,141.681644,24,7;4;6;4;4;6;3;3;4;4;5;5;3;4;4;4;5;4;4;3;4;3;4;3,time,0.25;0.2;0.166667,1151.388521
46,100,16000,129.002818,24,4;6;4;5;3;6;4;4;6;4;3;4;4;4;3;5;4;4;4;4;3;4;4;4,time,0.25;0.2;0.166667,1127.011693
47,100,16000,153.791703,26,4;4;6;4;3;3;4;4;3;3;4;5;4;4;5;3;4;4;5;4;3;4;3;3;3;4,time,0.25;0.2;0.166667,1139.834393
48,100,16000,127.194245,23,5;5;4;4;4;4;4;5;5;4;5;7;3;6;3;5;5;7;4;3;2;3;3,time,0.25;0.2;0.166667,1158.951391
49,100,16000,177.054558,26,4;5;4;5;3;6;4;4;4;4;4;5;4;4;4;4;4;3;4;3;3;5;3;3;2;2,time,0.25;0.2;0.166667,1140.154137
50,100,16000,126.668619,25,6;4;5;6;6;5;5;4;3;7;6;5;3;4;3;4;3;3;4;3;2;3;2;2;2,time,0.25;0.2;0.166667,1156.935986
51,100,16000,188.328517,25,6;6;5;4;3;5;3;3;4;3;5;3;5;6;5;4;5;4;4;3;4;3;3;2;2,time,0.25;0.2;0.166667,1139.491051
52,100,16000,154.447122,27,4;5;4;5;3;4;3;4;4;4;3;4;4;5;6;3;3;3;4;3;4;3;3;3;3;3;3,time,0.25;0.2;0.166667,1134.776005
53,100,16000,122.686774,26,4;5;8;4;3;7;4;3;4;4;4;3;3;4;4;3;5;4;3;4;3;3;4;4;2;1,time,0.25;0.2;0.166667,1150.503010
54,100,16000,112.809292,23,4;4;5;6;5;6;4;5;4;3;7;5;4;5;6;4;5;4;3;3;4;2;2,time,0.25;0.2;0.166667,1145.368525
55,100,16000,113.268969,25,3;3;6;3;5;4;3;5;5;4;5;4;5;6;4;5;6;4;3;3;3;3;3;3;2,time,0.25;0.2;0.166667,1142.996273
56,100,16000,162.806913,27,6;5;4;4;3;4;3;3;4;6;3;5;4;5;3;3;4;3;3;3;4;3;4;3;4;3;1,time,0.25;0.2;0.166667,1127.962543
57,100,16000,156.667354,25,3;3;5;3;7;4;4;4;4;5;4;4;5;6;4;4;4;3;5;4;4;4;3;3;1,time,0.25;0.2;0.166667,1137.703022
58,100,16000,128.712014,26,4;4;6;4;5;4;5;5;3;5;3;5;4;3;3;3;3;3;3;3;3;4;3;4;4;4,time,0.25;0.2;0.166667,1149.686367
59,100,16000,163.673634,28,9;4;4;4;5;3;4;4;3;3;3;4;6;3;3;3;3;3;4;3;4;2;3;3;3;2;3;2,time,0.25;0.2;0.166667,1151.045367
60,100,16000,138.943675,27,3;4;7;3;3;4;5;6;3;4;3;3;4;3;4;3;4;4;3;3;3;4;3;5;4;3;2,time,0.25;0.2;0.166667,1168.024471
61,100,16000,152.347512,25,6;4;4;3;4;4;4;5;4;5;4;4;5;3;3;6;5;7;4;3;4;3;2;2;2,time,0.25;0.2;0.166667,1142.777126
62,100,16000,170.141874,25,3;3;6;3;3;5;3;4;4;4;3;6;7;5;4;8;4;3;4;3;3;3;3;3;3,time,0.25;0.2;0.166667,1151.729426
63,100,16000,110.961515,24,4;4;4;4;4;5;4;5;3;3;4;4;4;6;7;4;3;4;5;3;4;6;3;3,time,0.25;0.2;0.166667,1143.132790
64,100,16000,121.219070,26,5;4;4;3;3;4;3;3;5;4;3;6;4;5;4;3;5;5;3;3;4;3;3;3;6;2,time,0.25;0.2;0.166667,1149.317359
65,100,16000,183.777727,25,4;3;7;5;5;4;5;3;4;4;6;7;5;3;3;5;4;3;4;3;2;3;3;3;2,time,0.25;0.2;0.166667,1131.682562
66,100,16000,139.285270,25,4;5;4;5;4;4;4;4;4;4;3;4;5;5;4;4;3;3;5;3;3;4;3;3;6,time,0.25;0.2;0.166667,1158.673886
67,100,16000,126.922794,26,8;5;6;4;4;3;3;3;4;5;3;3;4;4;4;3;4;4;3;3;4;4;3;4;2;3,time,0.25;0.2;0.166667,1126.267088
68,100,16000,141.092199,26,4;4;4;5;4;4;4;4;4;5;3;4;3;4;4;4;4;3;5;4;4;3;3;4;2;4,time,0.25;0.2;0.166667,1145.513166
69,100,16000,184.336251,28,6;4;4;3;4;4;3;3;3;3;5;4;4;3;4;5;3;3;3;6;5;5;2;2;2;3;2;2,time,0.25;0.2;0.166667,1124.535297
70,100,16000,194.593264,26,3;6;3;5;5;5;5;3;7;3;3;5;4;3;3;5;4;4;3;5;3;4;3;2;2;2,time,0.25;0.2;0.166667,1117.964254
71,100,16000,154.450085,27,4;7;4;6;5;3;3;3;4;3;3;3;4;6;7;2;3;3;3;3;3;3;4;2;3;3;3,time,0.25;0.2;0.166667,1134.007789
72,100,16000,129.199197,25,3;4;4;4;7;5;4;4;4;3;4;4;4;5;6;5;5;3;4;2;4;3;3;4;2,time,0.25;0.2;0.166667,1141.199732
73,100,16000,166.784860,27,4;5;4;4;5;4;5;4;4;3;5;3;3;7;4;4;4;5;4;2;3;2;2;3;2;2;3,time,0.25;0.2;0.166667,1120.861459
74,100,16000,135.673949,27,5;3;4;4;4;6;5;3;6;3;4;4;4;3;3;3;3;3;3;5;4;3;3;3;3;3;3,time,0.25;0.2;0.166667,1140.550039
75,100,16000,116.570031,27,5;3;5;5;6;4;4;7;4;4;4;3;3;4;3;3;4;4;3;3;3;3;3;3;2;3;2,time,0.25;0.2;0.166667,1131.715760
76,100,16000,171.279221,27,4;6;4;5;4;4;3;3;6;3;5;3;6;4;3;4;5;4;4;3;2;3;2;3;3;2;2,time,0.25;0.2;0.166667,1136.441687
77,100,16000,129.089096,25,6;4;4;5;3;8;4;4;3;5;4;3;3;3;3;6;4;5;5;4;3;4;4;2;1,time,0.25;0.2;0.166667,1153.136142
78,100,16000,175.444312,28,4;4;6;4;3;7;4;4;3;3;3;3;4;4;3;3;4;3;3;3;4;6;2;3;3;3;3;1,time,0.25;0.2;0.166667,1142.977536
79,100,16000,127.205155,26,4;5;4;3;3;6;5;3;4;4;4;6;3;3;4;4;3;3;4;4;4;3;4;3;3;4,time,0.25;0.2;0.166667,1106.052850
80,100,16000,140.590452,25,6;6;5;3;4;6;4;4;4;4;4;3;4;3;4;5;4;4;5;5;2;3;3;3;2,time,0.25;0.2;0.166667,1135.173066
81,100,16000,133.595317,27,4;4;5;6;6;4;3;4;3;4;4;4;3;3;4;3;3;4;4;3;4;4;3;3;4;2;2,time,0.25;0.2;0.166667,1161.610057
82,100,16000,139.209482,26,5;4;4;4;5;4;6;4;4;4;5;3;6;5;4;3;3;3;4;4;3;3;3;3;2;2,time,0.25;0.2;0.166667,1157.072770
83,100,16000,167.178592,23,6;4;5;6;4;6;4;4;5;5;3;7;4;9;3;3;3;4;3;3;3;3;3,time,0.25;0.2;0.166667,1157.102969
84,100,16000,151.584229,24,3;5;3;5;4;5;8;5;3;4;3;3;5;4;4;4;5;4;3;4;5;4;5;2,time,0.25;0.2;0.166667,1162.296634
85,100,16000,175.210954,26,5;3;5;4;4;6;4;3;3;3;5;3;6;4;4;4;3;3;3;4;3;4;3;3;4;4,time,0.25;0.2;0.166667,1148.195428
86,100,16000,121.672623,23,3;6;4;5;5;5;4;3;4;4;6;4;4;4;5;5;5;3;4;6;4;3;4,time,0.25;0.2;0.166667,1163.480143
87,100,16000,138.519637,27,4;4;4;6;3;3;3;5;3;4;3;4;4;4;7;3;4;4;3;3;3;3;3;3;3;4;3,time,0.25;0.2;0.166667,1126.665622
88,100,16000,174.701757,27,4;3;3;4;3;4;4;4;4;3;3;4;4;4;3;6;4;4;4;4;4;5;3;3;4;3;2,time,0.25;0.2;0.166667,1131.940145
89,100,16000,158.620084,26,5;4;5;4;3;4;3;7;3;4;4;6;6;4;4;4;3;5;3;3;3;3;3;2;3;2,time,0.25;0.2;0.166667,1141.260319
90,100,16000,145.157972,25,6;5;4;5;4;4;5;4;4;3;3;3;3;5;3;4;3;4;5;4;3;4;5;5;2,time,0.25;0.2;0.166667,1156.313177
91,100,16000,122.106096,25,8;3;4;4;4;4;6;3;5;6;4;4;4;4;4;3;3;4;6;3;3;2;3;3;3,time,0.25;0.2;0.166667,1124.953789
92,100,16000,171.329537,26,4;3;4;6;4;4;5;4;5;5;6;6;3;3;3;3;4;4;3;4;4;3;3;3;2;2,time,0.25;0.2;0.166667,1131.595430
93,100,16000,133.228083,24,6;6;4;5;5;4;3;4;4;5;5;4;5;3;3;4;5;4;4;4;4;3;3;3,time,0.25;0.2;0.166667,1121.047327
94,100,16000,146.710058,25,7;5;3;4;5;3;3;5;3;4;4;6;3;6;4;5;4;3;3;4;3;4;5;3;1,time,0.25;0.2;0.166667,1150.840876
95,100,16000,188.350278,27,4;3;3;4;3;5;5;4;5;4;4;4;3;6;4;8;3;3;4;3;3;3;3;3;2;2;2,time,0.25;0.2;0.166667,1135.978953
96,100,16000,153.583477,27,6;4;3;4;4;3;3;3;5;4;4;4;4;3;5;4;4;5;3;3;3;4;3;3;3;3;3,time,0.25;0.2;0.166667,1137.936701
97,100,16000,118.523218,26,6;7;5;3;4;4;3;4;3;4;4;4;3;6;3;3;3;4;5;5;3;3;3;3;3;2,time,0.25;0.2;0.166667,1128.909925
98,100,16000,162.999528,26,8;3;3;3;3;4;3;3;5;4;4;4;4;5;5;4;4;3;4;4;3;4;4;5;3;1,time,0.25;0.2;0.166667,1130.263671
99,100,16000,131.020571,27,9;5;3;5;3;3;3;5;3;5;3;3;4;3;4;4;6;4;3;3;3;2;4;3;3;2;2,time,0.25;0.2;0.166667,1167.580571
100,100,16000,153.945290,26,4;3;4;6;5;5;4;3;3;3;5;4;5;5;3;4;4;5;4;3;4;3;4;3;3;1,time,0.25;0.2;0.166667,1129.768529
101,100,16000,130.599030,26,5;3;4;4;5;4;4;5;4;7;3;5;3;3;4;4;4;3;3;4;4;3;4;2;3;3,time,0.25;0.2;0.166667,1129.873532
102,100,16000,131.073295,23,4;6;4;4;5;7;5;5;7;3;3;4;5;4;6;5;3;4;4;4;4;2;2,time,0.25;0.2;0.166667,1174.217114
103,100,16000,169.111628,25,6;5;4;3;4;7;3;3;4;4;5;3;4;3;3;5;6;3;6;4;3;3;3;3;3,time,0.25;0.2;0.166667,1153.169940
104,100,16000,169.169905,27,5;4;4;4;3;3;3;6;5;3;5;3;4;5;3;3;4;5;3;3;3;3;3;3;3;3;4,time,0.25;0.2;0.166667,1130.617178
105,100,16000,143.526224,24,4;4;5;4;5;3;4;5;5;5;4;9;5;3;6;4;3;4;3;3;2;3;3;4,time,0.25;0.2;0.166667,1149.983732
106,100,16000,127.890667,25,5;6;4;6;3;3;5;3;4;4;5;3;4;4;4;4;5;3;6;5;3;3;2;3;3,time,0.25;0.2;0.166667,1170.530357
107,100,16000,176.347279,25,6;4;4;4;4;3;4;3;4;5;4;3;4;3;5;4;4;3;5;3;6;4;4;3;4,time,0.25;0.2;0.166667,1137.374156
108,100,16000,111.336536,25,6;5;5;4;3;7;4;3;4;4;5;3;5;5;3;4;3;3;3;4;3;3;4;3;4,time,0.25;0.2;0.166667,1115.294796
109,100,16000,131.016725,24,4;6;6;3;5;5;9;8;4;3;4;4;3;3;3;3;3;3;4;3;3;4;4;3,time,0.25;0.2;0.166667,1128.819887
110,100,16000,159.476813,27,3;3;5;4;3;3;4;5;4;4;4;5;4;5;3;4;6;4;4;4;2;3;3;3;3;3;2,time,0.25;0.2;0.166667,1150.283191
111,100,16000,152.724696,23,6;3;7;8;4;4;3;4;7;4;6;4;4;3;4;3;3;3;5;4;4;5;2,time,0.25;0.2;0.166667,1179.832596
112,100,16000,159.299680,26,5;4;3;4;4;3;5;3;3;3;6;4;4;6;4;4;4;5;4;4;4;3;4;3;3;1,time,0.25;0.2;0.166667,1121.138297
113,100,16000,113.819578,23,6;5;4;4;5;5;4;6;3;3;6;6;3;4;4;3;7;6;3;6;4;2;1,time,0.25;0.2;0.166667,1171.378713
114,100,16000,125.510236,27,4;4;5;7;3;4;8;4;5;3;4;5;3;4;3;4;3;4;2;3;3;3;3;2;3;3;1,time,0.25;0.2;0.166667,1128.948931
115,100,16000,111.494525,23,5;3;6;4;6;6;5;3;4;4;6;4;4;3;3;3;4;4;4;4;6;6;3,time,0.25;0.2;0.166667,1130.579074
116,100,16000,139.116200,26,5;5;5;6;3;7;4;3;3;7;3;3;3;4;3;3;4;3;3;4;4;3;3;4;2;3,time,0.25;0.2;0.166667,1128.821447
117,100,16000,119.563053,26,4;4;4;3;6;3;4;6;4;7;4;5;3;3;4;6;4;4;4;3;2;2;3;3;3;2,time,0.25;0.2;0.166667,1163.608896
118,100,16000,141.411226,29,3;4;3;4;4;5;3;3;3;6;3;3;6;6;3;3;3;3;3;3;4;3;3;3;3;3;3;2;2,time,0.25;0.2;0.166667,1114.079367
119,100,16000,115.729199,25,6;4;3;4;4;4;5;3;4;4;3;7;5;4;3;3;3;3;4;6;3;3;4;4;4,time,0.25;0.2;0.166667,1144.593387
120,100,16000,133.744307,27,7;4;3;3;3;3;6;3;3;3;3;6;6;5;4;4;4;7;3;3;2;3;2;3;3;2;2,time,0.25;0.2;0.166667,1133.010247
121,100,16000,148.638013,26,4;7;5;3;4;5;3;5;4;4;3;4;6;3;4;3;4;3;4;4;3;3;3;4;3;2,time,0.25;0.2;0.166667,1142.458343
122,100,16000,150.089469,25,5;5;4;3;5;3;3;4;3;7;3;5;5;4;4;3;4;3;6;5;3;3;3;4;3,time,0.25;0.2;0.166667,1130.507397
123,100,16000,125.667694,26,6;5;6;3;4;5;4;4;3;4;4;3;3;3;4;7;4;6;3;3;3;3;2;2;3;3,time,0.25;0.2;0.166667,1127.177454
124,100,16000,115.835180,25,3;5;3;4;5;5;4;4;4;4;5;5;4;4;3;3;4;3;4;5;6;4;6;2;1,time,0.25;0.2;0.166667,1153.235753
125,100,16000,138.813991,27,7;3;3;4;5;3;6;4;3;5;4;5;3;4;3;4;4;3;4;4;3;3;3;3;3;2;2,time,0.25;0.2;0.166667,1171.460978
126,100,16000,149.110906,25,4;3;5;4;4;5;4;4;9;3;5;5;5;3;4;3;4;3;3;3;4;3;4;3;3,time,0.25;0.2;0.166667,1133.052206
127,100,16000,149.013674,24,7;4;6;4;3;4;4;5;5;3;4;3;4;4;4;4;5;5;6;3;6;2;3;2,time,0.25;0.2;0.166667,1153.574001
128,100,16000,123.245755,26,5;4;4;4;5;3;4;4;4;4;4;4;3;5;4;3;4;4;7;3;4;3;4;2;3;2,time,0.25;0.2;0.166667,1114.868118
129,100,16000,146.906499,27,3;3;4;3;5;4;3;3;4;3;5;5;3;5;5;3;3;5;3;4;3;5;5;3;2;4;2,time,0.25;0.2;0.166667,1129.266728
130,100,16000,122.574610,27,4;4;4;3;4;6;4;4;5;5;4;7;4;4;3;4;4;3;2;3;2;3;3;3;3;3;2,time,0.25;0.2;0.166667,1107.140353
131,100,16000,135.040627,25,4;3;5;3;6;3;5;8;4;4;6;3;4;4;5;3;3;4;4;4;3;4;3;3;2,time,0.25;0.2;0.166667,1173.768767
132,100,16000,176.828969,26,3;3;3;6;5;3;6;4;5;3;5;5;5;3;6;3;3;3;6;4;3;3;3;3;3;1,time,0.25;0.2;0.166667,1158.337654
133,100,16000,157.722916,26,6;4;5;4;6;5;3;4;4;3;3;4;3;5;4;4;3;3;4;3;3;3;3;3;4;4,time,0.25;0.2;0.166667,1125.513555
134,100,16000,120.213622,25,4;3;4;6;4;5;5;3;5;3;3;8;3;4;5;4;4;5;3;3;4;3;3;3;3,time,0.25;0.2;0.166667,1125.839751
135,100,16000,120.597293,27,3;3;5;6;6;4;3;4;5;8;3;5;3;2;2;3;3;3;5;3;3;3;4;4;2;3;2,time,0.25;0.2;0.166667,1131.674767
136,100,16000,166.287963,26,5;4;3;5;5;3;4;4;5;3;4;4;5;3;5;4;3;5;3;4;5;2;3;3;4;2,time,0.25;0.2;0.166667,1141.411847
137,100,16000,148.302424,26,5;5;6;3;3;3;4;4;5;5;3;6;4;4;4;3;5;3;3;3;4;3;4;4;2;2,time,0.25;0.2;0.166667,1145.217789
138,100,16000,175.235442,26,5;5;4;5;4;3;4;4;3;4;4;3;3;4;5;5;7;4;3;3;3;3;3;3;3;3,time,0.25;0.2;0.166667,1130.229936
139,100,16000,128.154650,26,4;5;6;5;5;4;5;5;3;4;3;3;3;5;3;3;4;3;5;4;3;3;4;3;2;3,time,0.25;0.2;0.166667,1133.782835
140,100,16000,138.704026,25,5;4;6;4;5;3;3;5;4;5;6;4;5;5;5;4;3;3;3;3;3;3;3;4;2,time,0.25;0.2;0.166667,1156.543051
141,100,16000,124.260444,25,6;6;5;3;4;3;3;4;3;4;5;4;4;3;4;4;7;3;5;5;3;4;2;3;3,time,0.25;0.2;0.166667,1151.166673
142,100,16000,114.127423,25,6;6;7;4;7;5;3;5;4;4;3;3;3;3;4;4;3;4;3;3;4;4;3;3;2,time,0.25;0.2;0.166667,1139.444210
143,100,16000,130.624832,27,3;3;3;5;4;5;5;6;3;4;5;4;4;4;3;4;4;3;3;4;4;3;3;5;2;2;2,time,0.25;0.2;0.166667,1135.821574
144,100,16000,151.225746,24,3;4;4;6;3;7;4;3;5;3;3;4;4;4;6;4;5;4;7;5;4;3;2;3,time,0.25;0.2;0.166667,1151.093158
145,100,16000,119.514081,25,5;4;4;3;3;5;3;4;4;4;5;4;4;4;7;4;5;4;4;3;5;3;3;3;3,time,0.25;0.2;0.166667,1152.403074
146,100,16000,120.197609,25,5;6;4;4;3;5;4;5;3;5;3;7;3;7;5;3;3;3;4;3;3;3;2;4;3,time,0.25;0.2;0.166667,1163.726379
147,100,16000,163.030951,26,4;6;4;5;4;3;5;4;3;4;4;6;3;3;5;4;5;3;3;3;3;3;3;3;3;4,time,0.25;0.2;0.166667,1153.546830
148,100,16000,143.590830,23,6;6;4;4;6;4;3;4;4;5;3;6;4;6;5;4;5;3;3;6;3;3;3,time,0.25;0.2;0.166667,1160.300905
149,100,16000,183.322850,26,6;4;4;3;4;3;5;4;4;3;5;4;5;4;8;3;4;3;3;3;4;3;3;3;2;3,time,0.25;0.2;0.166667,1159.562237
150,100,16000,142.067198,25,4;7;5;3;3;5;4;4;4;4;5;4;3;3;3;4;3;3;4;3;4;4;7;4;3,time,0.25;0.2;0.166667,1162.227271
151,100,16000,123.245340,24,5;4;6;4;5;4;3;6;8;3;3;5;5;6;4;4;3;4;3;3;3;4;3;2,time,0.25;0.2;0.166667,1155.011814
152,100,16000,140.238031,27,5;3;4;4;3;4;4;3;4;4;4;5;3;5;4;4;6;4;4;3;2;4;3;4;2;3;2,time,0.25;0.2;0.166667,1153.340745
153,100,16000,114.523068,24,7;4;5;5;3;5;5;4;7;5;6;4;3;3;3;4;4;4;3;4;3;4;3;2,time,0.25;0.2;0.166667,1126.869524
154,100,16000,134.806178,24,5;3;5;4;4;3;4;7;4;6;6;5;4;4;3;4;3;6;3;4;4;3;3;3,time,0.25;0.2;0.166667,1140.000542
155,100,16000,141.923891,27,3;4;3;3;5;6;6;4;3;5;4;4;3;4;4;3;3;3;3;4;3;4;4;3;3;3;3,time,0.25;0.2;0.166667,1121.454691
156,100,16000,130.990925,26,5;5;3;7;4;4;3;4;3;3;3;4;4;4;3;5;3;5;3;4;4;4;5;4;2;2,time,0.25;0.2;0.166667,1117.430344
157,100,16000,157.578524,25,7;3;4;4;3;7;4;4;5;9;4;5;5;5;4;3;2;3;2;2;3;3;3;3;3,time,0.25;0.2;0.166667,1116.369162
158,100,16000,155.569332,27,5;4;6;3;3;5;4;4;4;5;5;3;3;3;5;3;2;4;3;4;3;2;3;3;5;3;3,time,0.25;0.2;0.166667,1112.335740
159,100,16000,135.807825,26,3;3;5;3;4;5;4;4;4;5;4;8;3;3;3;4;3;3;4;3;3;5;3;3;4;4,time,0.25;0.2;0.166667,1108.246115
160,100,16000,147.485961,25,7;7;5;3;3;4;4;3;4;3;5;4;4;4;4;4;4;3;3;4;4;5;3;3;3,time,0.25;0.2;0.166667,1110.869638
